region,cost,costbenratio,totalben,costperperson,ncyclebefore,ncycleafter,type,change,per,length,ndrivebefore,ndriveafter,carkmbefore,carkmafter,carkm,absenteeismbenefit,healthdeathavoided,healthbenefit,qualitybenefit,accidentsbenefit,co2saved,ghgbenefit,congestionbenefit,geometry
Birkenhead,226010,2.26,509993,7769,201,230,Cycle Lanes,29,14.5,491.334,4995,4980,24730666,24671578,-59088,138000,0.0338331074985114,286000,0,8350,1754.47012313901,943,76700,"{""type"":""MultiLineString"",""coordinates"":[[[-3.01371,53.39163],[-3.0147,53.39184]],[[-3.0147,53.39184],[-3.01578,53.39213]],[[-3.01578,53.39213],[-3.01583,53.39215]],[[-3.01583,53.39215],[-3.01682,53.39242]],[[-3.01682,53.39242],[-3.01748,53.39261]],[[-3.01748,53.39261],[-3.01783,53.39271]],[[-3.01783,53.39271],[-3.02035,53.39349]]]}"
Birmingham,479091,1.28,612290,12691,141,179,Stepped Cycle Tracks,38,26.8,591.546,4647,4624,20131100,20052248,-78849.4,161000,0.0398798019153086,337000,0,11100,2213.73399480192,1190,102000,"{""type"":""MultiLineString"",""coordinates"":[[[-1.87966,52.51832],[-1.87961,52.5185]],[[-1.87961,52.5185],[-1.87953,52.51877]],[[-1.87953,52.51877],[-1.87932,52.51926]],[[-1.87932,52.51926],[-1.87884,52.51973]],[[-1.87884,52.51973],[-1.87866,52.51989]],[[-1.87866,52.51989],[-1.87853,52.52002]],[[-1.87853,52.52002],[-1.87779,52.52064]],[[-1.87779,52.52064],[-1.87731,52.52098]],[[-1.87731,52.52098],[-1.87668,52.52141]],[[-1.87421,52.52211],[-1.87668,52.52141]]]}"
Birkenhead,58424,4.61,269327,3602,77,93,Cycle Lanes,16,21.1,324.589,2946,2935,12490369,12454326,-36042.9,70900,0.0172252055738592,146000,0,5100,980.005817657127,527,46800,"{""type"":""MultiLineString"",""coordinates"":[[[-3.08722,53.38525],[-3.08667,53.38575]],[[-3.08667,53.38575],[-3.08605,53.38619]],[[-3.08605,53.38619],[-3.08521,53.38666]],[[-3.08521,53.38666],[-3.08424,53.38709]],[[-3.08424,53.38709],[-3.08379,53.38728]]]}"
Birkenhead,144013,1.98,284649,7520,90,109,Cycle Lanes,19,21.3,313.076,2760,2749,11046436,11012097,-34339.2,74700,0.0189626985485806,160000,0,4850,927.559773493944,499,44600,"{""type"":""MultiLineString"",""coordinates"":[[[-3.03008,53.39725],[-3.03032,53.39694]],[[-3.02989,53.3975],[-3.03008,53.39725]],[[-3.02944,53.39808],[-3.02989,53.3975]],[[-3.02834,53.3995],[-3.02944,53.39808]]]}"
Birkenhead,162717,1.11,181218,14554,61,72,Cycle Lanes,11,18.3,353.735,1924,1917,9093395,9071584,-21811.2,49500,0.0117988984347014,100000,0,3080,628.815566071842,338,28300,"{""type"":""MultiLineString"",""coordinates"":[[[-3.05203,53.38549],[-3.05393,53.3876]],[[-3.0549,53.38725],[-3.05393,53.3876]]]}"
Birkenhead,105966,1.43,151123,9848,92,103,Cycle Lanes,11,11.7,230.365,1498,1492,6278567,6261297,-17269.5,39700,0.0102007078317714,86300,0,2440,527.141100409971,283,22400,"{""type"":""MultiLineString"",""coordinates"":[[[-3.01854,53.39586],[-3.0191,53.39514]],[[-3.01814,53.39651],[-3.01854,53.39586]],[[-3.01787,53.39707],[-3.01814,53.39651]]]}"
Birkenhead,121089,1.55,187160,9550,78,91,Cycle Lanes,13,16.3,289.154,2314,2305,8667668,8639650,-28018,46400,0.0118285771053762,100000,0,3960,743.989778762822,400,36400,"{""type"":""MultiLineString"",""coordinates"":[[[-3.09079,53.37885],[-3.09086,53.37943]],[[-3.09071,53.37956],[-3.09086,53.37943]],[[-3.09095,53.37968],[-3.09125,53.38131]],[[-3.09077,53.37964],[-3.09071,53.37956]],[[-3.09095,53.37967],[-3.09077,53.37964]]]}"
Birkenhead,173704,1.17,202404,16069,55,66,Cycle Lanes,11,19.7,377.619,2693,2685,12774307,12742037,-32270,51500,0.0123200031588701,104000,0,4560,826.542309036188,444,41900,"{""type"":""LineString"",""coordinates"":[[-3.01059,53.34132],[-3.00497,53.34129]]}"
Birkenhead,110859,1.25,138697,14587,50,58,Cycle Lanes,8,15.2,241.002,1529,1525,8016004,7999500,-16503.2,38700,0.0089604106914245,76000,0,2330,495.839444227893,267,21400,"{""type"":""MultiLineString"",""coordinates"":[[[-3.06965,53.38433],[-3.06758,53.38387]],[[-3.06965,53.38433],[-3.06993,53.38437]],[[-3.06993,53.38437],[-3.07085,53.38472]]]}"
Birmingham,2613792,1.95,5098750,6089,808,1237,Stepped Cycle Tracks,429,53.1,5589.23,12997,12833,56230848,55680864,-549986,1300000,0.353549390745836,3000000,0,77800,12930.4410523186,6950,714000,"{""type"":""MultiLineString"",""coordinates"":[[[-1.89995,52.47177],[-1.89988,52.47234]],[[-1.89988,52.47234],[-1.89984,52.47279]],[[-1.89984,52.47279],[-1.90019,52.47433]],[[-1.89988,52.47234],[-1.90019,52.47455]],[[-1.90008,52.47458],[-1.89943,52.47302]],[[-1.90073,52.47463],[-1.90086,52.47484]],[[-1.90086,52.47484],[-1.90082,52.47503]],[[-1.9007,52.47514],[-1.90077,52.47521]],[[-1.90065,52.47526],[-1.90059,52.4752]],[[-1.90082,52.47503],[-1.9007,52.47514]],[[-1.9007,52.47514],[-1.90059,52.4752]],[[-1.90059,52.4752],[-1.90046,52.47523]],[[-1.90041,52.47456],[-1.90056,52.47457]],[[-1.90056,52.47457],[-1.90073,52.47463]],[[-1.90019,52.47433],[-1.90041,52.47456]],[[-1.90019,52.47455],[-1.9007,52.47514]],[[-1.90059,52.4752],[-1.90008,52.47458]],[[-1.90339,52.47703],[-1.90363,52.47733]],[[-1.90312,52.47711],[-1.90357,52.47736]],[[-1.90357,52.47736],[-1.90362,52.47738]],[[-1.90335,52.47746],[-1.90348,52.4774]],[[-1.90348,52.4774],[-1.90357,52.47736]],[[-1.90357,52.47736],[-1.90363,52.47733]],[[-1.90312,52.47711],[-1.90348,52.4774]],[[-1.9047,52.47799],[-1.90464,52.47801]],[[-1.90456,52.47804],[-1.90536,52.47856]],[[-1.90426,52.47798],[-1.90524,52.47872]],[[-1.90312,52.47755],[-1.9032,52.47753]],[[-1.90335,52.47747],[-1.90335,52.47746]],[[-1.9032,52.47753],[-1.90335,52.47746]],[[-1.90348,52.4774],[-1.90426,52.47798]],[[-1.90362,52.47738],[-1.90404,52.47772]],[[-1.90306,52.47757],[-1.90312,52.47755]],[[-1.90267,52.47769],[-1.90305,52.47757]],[[-1.90404,52.47772],[-1.90456,52.47804]],[[-1.90167,52.47584],[-1.90262,52.47657]],[[-1.90082,52.47503],[-1.90167,52.47584]],[[-1.90077,52.47521],[-1.90312,52.47711]],[[-1.90305,52.47679],[-1.90339,52.47703]],[[-1.90335,52.47746],[-1.90065,52.47526]],[[-1.90602,52.48003],[-1.90595,52.47984]],[[-1.90566,52.48088],[-1.90601,52.4809]],[[-1.90539,52.48096],[-1.90544,52.48094]],[[-1.90544,52.48094],[-1.90562,52.48089]],[[-1.90562,52.48089],[-1.90566,52.48088]],[[-1.9053,52.481],[-1.90539,52.48096]],[[-1.90449,52.48158],[-1.9053,52.481]],[[-1.90128,52.48396],[-1.90277,52.48285]],[[-1.90283,52.4829],[-1.90142,52.48402]],[[-1.90229,52.48343],[-1.90142,52.48402]],[[-1.90277,52.48285],[-1.90544,52.48094]],[[-1.90562,52.48089],[-1.90283,52.4829]],[[-1.90489,52.48143],[-1.90402,52.48205]],[[-1.90389,52.482],[-1.90449,52.48158]],[[-1.90364,52.48232],[-1.9032,52.48265]],[[-1.90352,52.48225],[-1.90389,52.482]],[[-1.90402,52.48205],[-1.90364,52.48232]],[[-1.90093,52.48439],[-1.90031,52.48478]],[[-1.90079,52.48429],[-1.90103,52.48415]],[[-1.90083,52.48431],[-1.90103,52.48415]],[[-1.90112,52.48426],[-1.90093,52.48439]],[[-1.90112,52.48426],[-1.90096,52.48442]],[[-1.90022,52.48472],[-1.90083,52.48431]],[[-1.8981,52.48534],[-1.89801,52.48538]],[[-1.89627,52.48603],[-1.89645,52.48598]],[[-1.89648,52.48608],[-1.89619,52.48613]],[[-1.89619,52.48613],[-1.89451,52.4861]],[[-1.89645,52.48598],[-1.89802,52.48528]],[[-1.89801,52.48538],[-1.89648,52.48608]],[[-1.89927,52.48498],[-1.89916,52.485]],[[-1.89802,52.48528],[-1.90022,52.48472]],[[-1.90031,52.48478],[-1.8981,52.48534]],[[-1.90103,52.48415],[-1.90128,52.48396]],[[-1.90142,52.48402],[-1.90112,52.48426]],[[-1.90595,52.47984],[-1.90592,52.4798]],[[-1.90513,52.47875],[-1.90335,52.47747]],[[-1.90544,52.48094],[-1.90513,52.47875]],[[-1.90524,52.47872],[-1.90562,52.48089]]]}"
Birmingham,1406856,2.08,2925160,6724,563,772,Stepped Cycle Tracks,209,37.2,2587.6,9826,9730,44872000,44555024,-316973,775000,0.199298802748828,1690000,0,44800,8103.30676742169,4360,411000,"{""type"":""MultiLineString"",""coordinates"":[[[-1.90419,52.46259],[-1.90422,52.46257]],[[-1.90239,52.46469],[-1.90419,52.46259]],[[-1.90238,52.46469],[-1.90222,52.46513]],[[-1.90216,52.46527],[-1.902,52.4656]],[[-1.90222,52.46513],[-1.90216,52.46527]],[[-1.90224,52.46525],[-1.90216,52.46527]],[[-1.9012,52.46713],[-1.90132,52.46674]],[[-1.9012,52.46713],[-1.90138,52.46722]],[[-1.90115,52.46726],[-1.9012,52.46713]],[[-1.90063,52.46715],[-1.90115,52.46726]],[[-1.902,52.4656],[-1.9018,52.46607]],[[-1.90132,52.46674],[-1.90189,52.46546]],[[-1.9018,52.46607],[-1.9015,52.46674]],[[-1.90098,52.46693],[-1.90181,52.46544]],[[-1.9015,52.46674],[-1.90138,52.46722]],[[-1.90552,52.46812],[-1.90657,52.4686]],[[-1.90049,52.46876],[-1.90083,52.46807]],[[-1.90093,52.46863],[-1.90082,52.46887]],[[-1.90188,52.46742],[-1.90552,52.46812]],[[-1.90123,52.46785],[-1.90093,52.46863]],[[-1.89971,52.4711],[-1.89978,52.47055]],[[-1.89996,52.46996],[-1.90011,52.46961]],[[-1.89978,52.47055],[-1.89996,52.46996]],[[-1.89943,52.47302],[-1.89955,52.47214]],[[-1.89955,52.47214],[-1.89971,52.4711]],[[-1.90011,52.46961],[-1.90049,52.46876]],[[-1.90082,52.46887],[-1.89995,52.47177]],[[-1.90133,52.4675],[-1.90123,52.46785]],[[-1.90083,52.46807],[-1.9011,52.46744]],[[-1.90114,52.46731],[-1.90115,52.46726]],[[-1.90138,52.46722],[-1.90137,52.4673]],[[-1.90137,52.4673],[-1.90136,52.46732]],[[-1.90115,52.46726],[-1.90133,52.4673]],[[-1.90133,52.4673],[-1.90137,52.4673]],[[-1.90137,52.4673],[-1.90188,52.46742]],[[-1.90136,52.46732],[-1.90133,52.4673]],[[-1.90133,52.4673],[-1.90131,52.46728]],[[-1.90114,52.46731],[-1.9012,52.46737]],[[-1.9011,52.46744],[-1.90114,52.46731]],[[-1.90136,52.46732],[-1.90133,52.4675]]]}"
Birmingham,2591959,1.52,3943240,10522,305,551,Segregated Cycle Track,246,80.8,4166.42,13160,13035,54195328,53766008,-429322,1090000,0.26379708264151,2230000,0,60700,10296.4118789623,5540,557000,"{""type"":""MultiLineString"",""coordinates"":[[[-1.89621,52.50037],[-1.89608,52.50017]],[[-1.8963,52.50053],[-1.89621,52.50037]],[[-1.89723,52.50139],[-1.8963,52.50053]],[[-1.89812,52.50205],[-1.89723,52.50139]],[[-1.89863,52.50242],[-1.89812,52.50205]],[[-1.90053,52.50388],[-1.89863,52.50242]],[[-1.90167,52.50501],[-1.90053,52.50388]],[[-1.90304,52.50752],[-1.90167,52.50501]],[[-1.90571,52.50824],[-1.90542,52.50831]],[[-1.90542,52.50831],[-1.90472,52.50839]],[[-1.90472,52.50839],[-1.90368,52.50851]],[[-1.90368,52.50851],[-1.90361,52.50852]],[[-1.90294,52.51053],[-1.90346,52.50915]],[[-1.90236,52.5119],[-1.90294,52.51053]],[[-1.90221,52.51257],[-1.90236,52.5119]],[[-1.9018,52.5145],[-1.90221,52.51258]],[[-1.90143,52.51588],[-1.9018,52.5145]],[[-1.90126,52.51655],[-1.90143,52.51588]],[[-1.90034,52.51734],[-1.90126,52.51655]],[[-1.9003,52.51736],[-1.90034,52.51734]],[[-1.89898,52.51811],[-1.9003,52.51736]],[[-1.89761,52.51888],[-1.89898,52.51812]],[[-1.90346,52.50915],[-1.90343,52.50854]],[[-1.90343,52.50854],[-1.90304,52.50752]],[[-1.90361,52.50852],[-1.90343,52.50854]],[[-1.90343,52.50854],[-1.90338,52.50854]],[[-1.90338,52.50854],[-1.90329,52.50855]],[[-1.89651,52.52058],[-1.897,52.51952]],[[-1.89742,52.51914],[-1.897,52.51952]],[[-1.89648,52.52085],[-1.89651,52.52058]],[[-1.8964,52.52149],[-1.89648,52.52085]],[[-1.89655,52.52218],[-1.8964,52.52149]],[[-1.89662,52.52256],[-1.89655,52.52218]],[[-1.89679,52.5244],[-1.89662,52.52256]],[[-1.89679,52.52443],[-1.89679,52.5244]],[[-1.89681,52.52509],[-1.89679,52.52443]],[[-1.89681,52.52509],[-1.8968,52.52553]],[[-1.89679,52.52753],[-1.89685,52.52732]],[[-1.89674,52.52765],[-1.89679,52.52753]],[[-1.89634,52.52816],[-1.89674,52.52765]],[[-1.89564,52.52868],[-1.89634,52.52816]],[[-1.89398,52.52923],[-1.89564,52.52868]],[[-1.89246,52.52976],[-1.89398,52.52923]],[[-1.89224,52.52984],[-1.89246,52.52976]],[[-1.89195,52.52996],[-1.89224,52.52984]],[[-1.89183,52.53001],[-1.89195,52.52996]],[[-1.89183,52.53001],[-1.89168,52.5301]],[[-1.89097,52.53031],[-1.89183,52.53001]],[[-1.89675,52.52645],[-1.8968,52.52553]],[[-1.89685,52.52732],[-1.89675,52.52645]],[[-1.89835,52.51859],[-1.89742,52.51914]],[[-1.8973,52.51909],[-1.89761,52.51888]],[[-1.897,52.51952],[-1.8973,52.51909]]]}"
Birmingham,1497952,1.49,2227840,10882,543,681,Cycle Lanes,138,25.3,1856.62,8829,8767,42867648,42637376,-230273,613000,0.151471631505812,1280000,0,32600,6032.87312586417,3240,299000,"{""type"":""MultiLineString"",""coordinates"":[[[-1.90712,52.45541],[-1.90652,52.45613]],[[-1.90652,52.45613],[-1.90611,52.45641]],[[-1.90611,52.45641],[-1.90597,52.45658]],[[-1.90597,52.45658],[-1.90558,52.45707]],[[-1.90558,52.45707],[-1.90554,52.45712]],[[-1.90554,52.45712],[-1.90553,52.45713]],[[-1.90553,52.45713],[-1.90496,52.45784]],[[-1.90496,52.45784],[-1.90475,52.45811]],[[-1.90475,52.45811],[-1.90418,52.4588]],[[-1.90418,52.4588],[-1.90369,52.45941]],[[-1.90369,52.45941],[-1.90326,52.45997]],[[-1.90326,52.45997],[-1.90286,52.46037]],[[-1.90286,52.46037],[-1.90169,52.46189]],[[-1.90169,52.46189],[-1.9005,52.4633]],[[-1.9005,52.4633],[-1.89968,52.46433]],[[-1.89968,52.46433],[-1.89917,52.46496]],[[-1.89917,52.46496],[-1.89852,52.46578]],[[-1.8985,52.46582],[-1.89855,52.46626]],[[-1.89855,52.46626],[-1.89857,52.46635]],[[-1.89857,52.46635],[-1.89851,52.4665]],[[-1.89852,52.46578],[-1.8985,52.46582]],[[-1.89827,52.46675],[-1.89798,52.46686]],[[-1.8986,52.46661],[-1.90063,52.46715]],[[-1.89838,52.46669],[-1.89827,52.46675]],[[-1.89798,52.46686],[-1.89736,52.46723]],[[-1.89573,52.46579],[-1.89847,52.46657]],[[-1.89847,52.46657],[-1.8986,52.4666]],[[-1.89851,52.4665],[-1.89847,52.46657]],[[-1.89847,52.46657],[-1.89838,52.46669]]]}"
Birmingham,1501451,1.18,1775600,15034,268,368,Cycle Lanes,100,37.3,3234.04,7430,7378,32601396,32398160,-203237,494000,0.116375325617318,986000,0,28700,5386.7067715311,2900,264000,"{""type"":""MultiLineString"",""coordinates"":[[[-1.95396,52.49813],[-1.95392,52.49818]],[[-1.95419,52.49789],[-1.95413,52.49795]],[[-1.95413,52.49795],[-1.95396,52.49813]],[[-1.97864,52.50045],[-1.97876,52.50043]],[[-1.97876,52.50043],[-1.97897,52.50048]],[[-1.97897,52.50048],[-1.97899,52.50049]],[[-1.97855,52.50071],[-1.97852,52.50053]],[[-1.95392,52.49818],[-1.95283,52.4995]],[[-1.97143,52.49629],[-1.97827,52.50022]],[[-1.97852,52.50053],[-1.97128,52.49636]],[[-1.94762,52.4986],[-1.95283,52.4995]],[[-1.97827,52.50022],[-1.97864,52.50045]],[[-1.9546,52.49748],[-1.95419,52.49789]],[[-1.96324,52.4976],[-1.9621,52.49751]],[[-1.97128,52.49636],[-1.97109,52.4964]],[[-1.97109,52.4964],[-1.9709,52.49643]],[[-1.9709,52.49643],[-1.97068,52.49646]],[[-1.97068,52.49646],[-1.9703,52.49652]],[[-1.9703,52.49652],[-1.97026,52.49652]],[[-1.97026,52.49652],[-1.96996,52.49656]],[[-1.96996,52.49656],[-1.96705,52.49697]],[[-1.96705,52.49697],[-1.96582,52.49716]],[[-1.96582,52.49716],[-1.96538,52.49723]],[[-1.96538,52.49723],[-1.96517,52.49727]],[[-1.95496,52.49718],[-1.9546,52.49748]],[[-1.9564,52.49663],[-1.95496,52.49718]],[[-1.95821,52.49668],[-1.9564,52.49663]],[[-1.9613,52.49733],[-1.95821,52.49668]],[[-1.96517,52.49727],[-1.96324,52.4976]],[[-1.9621,52.49751],[-1.9613,52.49733]]]}"
Birmingham,936947,3.43,3210620,4166,200,425,Cycle Lanes,225,112.5,2241.83,6206,6092,26948724,26599988,-348736,865000,0.217999686886843,1840000,0,49300,8038.51147275696,4320,452000,"{""type"":""MultiLineString"",""coordinates"":[[[-1.86424,52.46373],[-1.8629,52.46318]],[[-1.86545,52.46413],[-1.86424,52.46373]],[[-1.86656,52.46438],[-1.86545,52.46413]],[[-1.86802,52.46486],[-1.86656,52.46438]],[[-1.86877,52.4652],[-1.86802,52.46486]],[[-1.87065,52.46625],[-1.86877,52.4652]],[[-1.87065,52.46625],[-1.87071,52.46629]],[[-1.87021,52.46672],[-1.86993,52.46696]],[[-1.87218,52.46713],[-1.87304,52.46752]],[[-1.86993,52.46696],[-1.86846,52.46829]],[[-1.86846,52.46829],[-1.86823,52.46852]],[[-1.87071,52.46629],[-1.87218,52.46713]],[[-1.87071,52.46629],[-1.87021,52.46672]],[[-1.86823,52.46852],[-1.86752,52.469]],[[-1.86752,52.469],[-1.86679,52.46943]],[[-1.86679,52.46943],[-1.8655,52.47022]],[[-1.8655,52.47022],[-1.86441,52.47091]],[[-1.86441,52.47091],[-1.8633,52.47162]],[[-1.86298,52.47151],[-1.8633,52.47162]],[[-1.86153,52.4719],[-1.86298,52.47151]],[[-1.86141,52.47191],[-1.86153,52.4719]],[[-1.86009,52.47216],[-1.86141,52.47191]],[[-1.8585,52.47247],[-1.86009,52.47216]],[[-1.8576,52.47264],[-1.8585,52.47247]],[[-1.8549,52.47322],[-1.8576,52.47264]]]}"
Birmingham,3389410,1.2,4084200,14635,338,570,Cycle Lanes,232,68.5,4286.18,7594,7477,33499778,33056190,-443588,1160000,0.269191447938103,2280000,0,62700,10220.5037734927,5500,576000,"{""type"":""MultiLineString"",""coordinates"":[[[-1.98383,52.46602],[-1.98341,52.46608]],[[-1.98341,52.46608],[-1.98189,52.46624]],[[-1.98189,52.46624],[-1.98128,52.46635]],[[-1.98128,52.46635],[-1.97777,52.46719]],[[-1.97777,52.46719],[-1.97459,52.46895]],[[-1.97459,52.46895],[-1.97444,52.46904]],[[-1.97444,52.46904],[-1.97409,52.46924]],[[-1.97409,52.46924],[-1.97135,52.47072]],[[-1.97135,52.47072],[-1.96931,52.47194]],[[-1.94294,52.47167],[-1.94144,52.47174]],[[-1.94542,52.47163],[-1.94294,52.47167]],[[-1.94144,52.47174],[-1.94121,52.47175]],[[-1.94786,52.47186],[-1.94542,52.47163]],[[-1.96839,52.47227],[-1.96767,52.47247]],[[-1.95008,52.47221],[-1.94874,52.472]],[[-1.95231,52.4726],[-1.95215,52.47257]],[[-1.95215,52.47257],[-1.95008,52.47221]],[[-1.95344,52.47278],[-1.95258,52.47265]],[[-1.95396,52.47288],[-1.95344,52.47278]],[[-1.95457,52.47298],[-1.95396,52.47288]],[[-1.95564,52.47313],[-1.95457,52.47298]],[[-1.95257,52.47259],[-1.95258,52.47265]],[[-1.95253,52.47242],[-1.95257,52.47259]],[[-1.95258,52.47265],[-1.95231,52.4726]],[[-1.94839,52.47195],[-1.94786,52.47186]],[[-1.94874,52.472],[-1.94839,52.47195]],[[-1.96931,52.47194],[-1.96839,52.47227]],[[-1.96575,52.47331],[-1.96571,52.47332]],[[-1.95737,52.47332],[-1.95721,52.47331]],[[-1.95815,52.47346],[-1.95853,52.47352]],[[-1.95853,52.47352],[-1.95987,52.47376]],[[-1.95987,52.47376],[-1.95996,52.47377]],[[-1.95793,52.47331],[-1.95737,52.47332]],[[-1.96571,52.47332],[-1.96354,52.47332]],[[-1.95815,52.47346],[-1.95737,52.47332]],[[-1.95996,52.47377],[-1.96201,52.47435]],[[-1.96201,52.47435],[-1.96347,52.47477]],[[-1.96347,52.47477],[-1.96505,52.47517]],[[-1.96505,52.47517],[-1.96618,52.47569]],[[-1.96618,52.47569],[-1.96703,52.47609]],[[-1.96704,52.47609],[-1.96729,52.4762]],[[-1.96729,52.4762],[-1.96802,52.47651]],[[-1.96802,52.47651],[-1.96903,52.47678]],[[-1.96903,52.47678],[-1.96987,52.47694]],[[-1.97008,52.47778],[-1.96987,52.47694]],[[-1.97007,52.47797],[-1.97008,52.47778]],[[-1.96767,52.47247],[-1.96575,52.47331]],[[-1.95621,52.47321],[-1.95564,52.47313]],[[-1.95991,52.47322],[-1.95858,52.47327]],[[-1.96142,52.47319],[-1.95991,52.47322]],[[-1.95721,52.47331],[-1.95621,52.47321]],[[-1.95858,52.47327],[-1.95793,52.47331]],[[-1.96354,52.47332],[-1.96142,52.47319]]]}"
Birmingham,1820391,2.1,3831460,5674,415,736,Stepped Cycle Tracks,321,77.3,2489.84,6587,6449,26620352,26240400,-379952,1030000,0.265915453372538,2250000,0,53700,8849.14043391432,4760,493000,"{""type"":""MultiLineString"",""coordinates"":[[[-1.88626,52.45578],[-1.88649,52.45513]],[[-1.88608,52.45628],[-1.88626,52.45578]],[[-1.88595,52.4566],[-1.88608,52.45628]],[[-1.88582,52.45693],[-1.88595,52.4566]],[[-1.88564,52.45743],[-1.88582,52.45693]],[[-1.88545,52.45797],[-1.88564,52.45743]],[[-1.88545,52.45797],[-1.88549,52.45834]],[[-1.88553,52.45844],[-1.88549,52.45834]],[[-1.88565,52.45861],[-1.88553,52.45844]],[[-1.88517,52.45875],[-1.88505,52.45894]],[[-1.88565,52.45861],[-1.88517,52.45875]],[[-1.88505,52.45894],[-1.88474,52.4598]],[[-1.88474,52.4598],[-1.88462,52.46013]],[[-1.88674,52.45998],[-1.88618,52.45924]],[[-1.88618,52.45924],[-1.88565,52.45861]],[[-1.88462,52.46013],[-1.88443,52.46066]],[[-1.88443,52.46066],[-1.88423,52.46121]],[[-1.8872,52.46213],[-1.88712,52.4608]],[[-1.8872,52.46214],[-1.88715,52.46248]],[[-1.88715,52.46248],[-1.88709,52.46296]],[[-1.88709,52.46296],[-1.88717,52.46302]],[[-1.88712,52.4608],[-1.88674,52.45998]],[[-1.8921,52.46463],[-1.89216,52.46465]],[[-1.89216,52.46465],[-1.89271,52.46482]],[[-1.89201,52.46476],[-1.89195,52.46483]],[[-1.89201,52.46476],[-1.8921,52.46463]],[[-1.89206,52.46564],[-1.89167,52.46552]],[[-1.89268,52.46639],[-1.89206,52.46564]],[[-1.89276,52.46648],[-1.89268,52.46639]],[[-1.89313,52.46695],[-1.89276,52.46648]],[[-1.89342,52.46726],[-1.89313,52.46695]],[[-1.89344,52.46729],[-1.89342,52.46726]],[[-1.89271,52.46482],[-1.89401,52.46526]],[[-1.89195,52.46483],[-1.89184,52.465]],[[-1.89167,52.46552],[-1.89184,52.465]],[[-1.89401,52.46526],[-1.89573,52.46579]],[[-1.89386,52.46786],[-1.89344,52.46729]],[[-1.8941,52.46814],[-1.89386,52.46786]],[[-1.89439,52.46853],[-1.8941,52.46814]],[[-1.89465,52.46884],[-1.89439,52.46853]],[[-1.89487,52.4691],[-1.89465,52.46884]],[[-1.88717,52.46302],[-1.89172,52.46451]],[[-1.89214,52.46457],[-1.89232,52.46437]],[[-1.89172,52.46451],[-1.8921,52.46463]],[[-1.8921,52.46463],[-1.89214,52.46457]]]}"
