region,cost,costbenratio,totalben,costperperson,ncyclebefore,ncycleafter,type,change,per,length,ndrivebefore,ndriveafter,carkmbefore,carkmafter,carkm,absenteeismbenefit,healthdeathavoided,healthbenefit,qualitybenefit,accidentsbenefit,co2saved,ghgbenefit,congestionbenefit,geometry
Portsmouth,11025,52.45,578210,225,367,416,Cycle Street,49,13.4,735.621,2731,2696,9596049,9509598,-86450.5,140000,0.0369578506499415,313000,0,12200,1872.70338411119,1010,112000,"{""type"":""MultiLineString"",""coordinates"":[[[-1.04828,50.82583],[-1.0483,50.82575]],[[-1.04821,50.82622],[-1.04828,50.82583]],[[-1.04818,50.82634],[-1.04821,50.82622]],[[-1.04791,50.82669],[-1.04818,50.82634]],[[-1.04784,50.82674],[-1.04791,50.82669]],[[-1.05249,50.82682],[-1.05243,50.82692]],[[-1.0479,50.82762],[-1.04763,50.82723]],[[-1.04868,50.82786],[-1.0479,50.82762]],[[-1.05219,50.82731],[-1.05219,50.82767]],[[-1.04763,50.82723],[-1.04784,50.82674]],[[-1.05243,50.82692],[-1.05219,50.82731]],[[-1.04878,50.82787],[-1.04868,50.82786]],[[-1.04969,50.82796],[-1.04878,50.82787]],[[-1.05012,50.82817],[-1.04969,50.82796]],[[-1.05188,50.82817],[-1.05138,50.82837]],[[-1.05084,50.8284],[-1.05012,50.82817]],[[-1.04982,50.82847],[-1.05012,50.82817]],[[-1.05138,50.82837],[-1.05084,50.8284]],[[-1.05212,50.8279],[-1.05188,50.82817]],[[-1.05219,50.82767],[-1.05212,50.8279]]]}"
Portsmouth,7961,63.87,508477,153,208,260,Cycle Street,52,25,531.02,2357,2322,7302119,7227359,-74760.4,121000,0.0329894404061889,279000,0,10600,1631.46898775166,877,97000,"{""type"":""MultiLineString"",""coordinates"":[[[-1.05122,50.84383],[-1.04949,50.84385]],[[-1.04949,50.84385],[-1.04943,50.8442]],[[-1.04418,50.84399],[-1.04543,50.84405]],[[-1.04543,50.84405],[-1.04564,50.84406]],[[-1.04564,50.84406],[-1.04639,50.84407]],[[-1.04639,50.84407],[-1.04705,50.8441]],[[-1.04705,50.8441],[-1.04943,50.8442]]]}"
Portsmouth,346676,1.04,361280,22585,107,122,Segregated Cycle Track,15,14.3,478.174,1206,1196,6426978,6376874,-50104,97600,0.0226048775163302,191000,0,7080,1116.6677244416,600,65000,"{""type"":""LineString"",""coordinates"":[[-1.04222,50.83513],[-1.03565,50.8362]]}"
Portsmouth,6451,50.78,327603,161,149,189,Cycle Street,40,26.8,430.23,1104,1077,2137341,2089705,-47635.8,74500,0.0217950673973886,184000,0,6730,1065.58253244146,573,61800,"{""type"":""MultiLineString"",""coordinates"":[[[-1.06563,50.83715],[-1.06557,50.83711]],[[-1.06488,50.83767],[-1.06563,50.83715]],[[-1.0641,50.83846],[-1.06488,50.83767]],[[-1.06406,50.83915],[-1.0641,50.83846]],[[-1.06399,50.83987],[-1.06406,50.83915]],[[-1.06392,50.8406],[-1.06399,50.83987]]]}"
Portsmouth,196056,1.46,285572,12080,50,66,Cycle Lanes,16,32.5,426.217,1249,1235,4457065,4411653,-45412.6,72700,0.0174276593914795,147000,0,6420,1026.64616716656,552,58900,"{""type"":""MultiLineString"",""coordinates"":[[[-1.03104,50.85598],[-1.0314,50.85647]],[[-1.0314,50.85647],[-1.03142,50.85665]],[[-1.03142,50.85665],[-1.03136,50.8569]],[[-1.03136,50.8569],[-1.03133,50.857]],[[-1.03133,50.857],[-1.03107,50.85761]],[[-1.03107,50.85761],[-1.03105,50.85765]],[[-1.03105,50.85765],[-1.03074,50.85806]],[[-1.03074,50.85806],[-1.0306,50.85825]],[[-1.0306,50.85825],[-1.03014,50.85882]],[[-1.03014,50.85882],[-1.02959,50.85951]]]}"
Portsmouth,66836,3.26,218197,3824,176,193,Cycle Lanes,17,9.9,294.408,2242,2231,7909572,7877110,-32461.6,53100,0.0139271390137672,118000,0,4590,757.080598533462,407,42100,"{""type"":""MultiLineString"",""coordinates"":[[[-0.98461,50.85064],[-0.98471,50.85064]],[[-0.98439,50.85066],[-0.98461,50.85064]],[[-0.98429,50.85066],[-0.98439,50.85066]],[[-0.98377,50.85065],[-0.98417,50.85066]],[[-0.98417,50.85066],[-0.98429,50.85066]],[[-0.98282,50.85083],[-0.98267,50.85091]],[[-0.98329,50.85118],[-0.9833,50.85086]],[[-0.98399,50.85123],[-0.98329,50.85118]],[[-0.98406,50.85123],[-0.98399,50.85123]],[[-0.98423,50.85124],[-0.98407,50.85123]],[[-0.98436,50.85126],[-0.98423,50.85124]],[[-0.98463,50.85129],[-0.98436,50.85126]],[[-0.9833,50.85086],[-0.98377,50.85065]],[[-0.9833,50.85086],[-0.98282,50.85083]]]}"
Portsmouth,195910,2.18,427909,6583,360,390,Cycle Lanes,30,8.3,425.913,3757,3737,15034240,14970895,-63345,109000,0.0268021440762938,227000,0,8960,1392.20669534764,749,82200,"{""type"":""MultiLineString"",""coordinates"":[[[-0.97897,50.84556],[-0.9793,50.84542]],[[-0.9798,50.84576],[-0.9794,50.84541]],[[-0.97935,50.84542],[-0.9794,50.84541]],[[-0.9793,50.84542],[-0.97935,50.84542]],[[-0.98088,50.84575],[-0.9798,50.84576]],[[-0.98208,50.84635],[-0.98088,50.84575]],[[-0.98404,50.8462],[-0.98387,50.84619]],[[-0.98387,50.84619],[-0.98377,50.84619]],[[-0.98377,50.84619],[-0.98346,50.84624]],[[-0.98346,50.84624],[-0.9834,50.84625]],[[-0.9834,50.84625],[-0.98322,50.84628]],[[-0.98322,50.84628],[-0.98321,50.84628]],[[-0.98321,50.84628],[-0.98294,50.8463]],[[-0.98294,50.8463],[-0.98279,50.8463]],[[-0.98279,50.8463],[-0.98269,50.8463]],[[-0.98269,50.8463],[-0.98251,50.84631]],[[-0.98251,50.84631],[-0.98248,50.84631]],[[-0.98248,50.84631],[-0.98241,50.84631]],[[-0.98241,50.84631],[-0.98223,50.84633]],[[-0.98223,50.84633],[-0.98212,50.84635]],[[-0.98212,50.84635],[-0.98208,50.84635]]]}"
Portsmouth,109182,1.24,135766,5969,534,552,Cycle Lanes,18,3.4,237.361,1582,1569,4622199,4600439,-21760.7,30600,0.00867445813304891,73600,0,3080,531.477148815268,286,28200,"{""type"":""MultiLineString"",""coordinates"":[[[-1.15362,50.80378],[-1.15317,50.80385]],[[-1.15317,50.80385],[-1.1531,50.80386]],[[-1.15439,50.8046],[-1.15429,50.8046]],[[-1.15483,50.8037],[-1.15458,50.80371]],[[-1.15458,50.80371],[-1.15408,50.80374]],[[-1.15408,50.80374],[-1.15403,50.80374]],[[-1.15403,50.80374],[-1.15363,50.80378]],[[-1.15439,50.8046],[-1.15483,50.8037]]]}"
Portsmouth,6910,35.5,245336,316,155,177,Cycle Street,22,14.1,460.907,1097,1084,2906012,2873245,-32766.8,57800,0.0165928093092095,140000,0,4630,755.470567023533,406,42500,"{""type"":""MultiLineString"",""coordinates"":[[[-1.07845,50.84422],[-1.07889,50.84355]],[[-1.0783,50.84442],[-1.07845,50.84422]],[[-1.07813,50.84464],[-1.0783,50.84442]],[[-1.07803,50.8455],[-1.07813,50.84464]],[[-1.07792,50.84603],[-1.07803,50.8455]],[[-1.07786,50.84631],[-1.07792,50.84603]],[[-1.07775,50.84677],[-1.07786,50.84631]],[[-1.07766,50.84707],[-1.07775,50.84677]],[[-1.07753,50.84751],[-1.07766,50.84707]],[[-1.07746,50.8475],[-1.07753,50.84751]]]}"
Portsmouth,6670,53.55,357160,161,118,159,Cycle Street,41,35,444.984,833,806,1652815,1602791,-50024.7,82600,0.0239110227826233,202000,0,7070,1097.40659010478,590,64900,"{""type"":""MultiLineString"",""coordinates"":[[[-1.06638,50.83438],[-1.06623,50.83474]],[[-1.06623,50.83474],[-1.0661,50.83522]],[[-1.0661,50.83522],[-1.06608,50.83528]],[[-1.06608,50.83528],[-1.06592,50.83604]],[[-1.06592,50.83604],[-1.06576,50.83702]],[[-1.06576,50.83702],[-1.06575,50.83707]],[[-1.06606,50.83697],[-1.06583,50.837]],[[-1.06583,50.837],[-1.06576,50.83702]],[[-1.06576,50.83702],[-1.06557,50.83711]],[[-1.06575,50.83707],[-1.06606,50.83697]]]}"
Portsmouth,698824,1.14,797510,10917,251,315,Cycle Lanes,64,25.5,1780.97,1528,1483,4787802,4673251,-114551,195000,0.0515623271051895,436000,0,16200,2433.41866442353,1310,149000,"{""type"":""MultiLineString"",""coordinates"":[[[-1.05453,50.81656],[-1.05456,50.81649]],[[-1.05435,50.81657],[-1.05453,50.81656]],[[-1.05424,50.81664],[-1.05435,50.81657]],[[-1.05471,50.81673],[-1.05459,50.81685]],[[-1.05397,50.81683],[-1.05422,50.81675]],[[-1.05429,50.81683],[-1.05397,50.81683]],[[-1.05422,50.81675],[-1.05424,50.81664]],[[-1.05309,50.81719],[-1.05397,50.81683]],[[-1.05234,50.81804],[-1.05309,50.81719]],[[-1.0521,50.81839],[-1.05234,50.81804]],[[-1.05205,50.81859],[-1.0521,50.81839]],[[-1.05199,50.81912],[-1.05205,50.81859]],[[-1.05199,50.81913],[-1.05205,50.81931]],[[-1.05446,50.81687],[-1.05429,50.81683]],[[-1.05459,50.81685],[-1.05446,50.81687]],[[-1.05205,50.81931],[-1.05216,50.81942]],[[-1.05195,50.81954],[-1.05179,50.81936]],[[-1.05216,50.81942],[-1.05207,50.81952]],[[-1.05228,50.82047],[-1.05203,50.81973]],[[-1.05228,50.82047],[-1.05049,50.8231]],[[-1.05207,50.81952],[-1.05203,50.81973]],[[-1.05203,50.81973],[-1.05195,50.81954]],[[-1.05049,50.8231],[-1.04909,50.82227]],[[-1.04851,50.82454],[-1.04909,50.82227]],[[-1.0485,50.8247],[-1.04851,50.82454]],[[-1.0461,50.8252],[-1.04545,50.82524]],[[-1.04726,50.82535],[-1.0461,50.8252]],[[-1.04839,50.82535],[-1.04847,50.82524]],[[-1.04847,50.82524],[-1.0485,50.8247]],[[-1.04848,50.82537],[-1.04848,50.82547]],[[-1.04772,50.82544],[-1.04803,50.82547]],[[-1.04831,50.82545],[-1.04848,50.82547]],[[-1.04847,50.82524],[-1.04848,50.82537]],[[-1.04772,50.82544],[-1.04726,50.82535]],[[-1.04831,50.82545],[-1.04839,50.82535]],[[-1.04861,50.82559],[-1.04853,50.82572]],[[-1.04824,50.82574],[-1.04812,50.82562]],[[-1.04853,50.82572],[-1.04842,50.82575]],[[-1.04842,50.82575],[-1.0483,50.82575]],[[-1.0483,50.82575],[-1.04824,50.82574]],[[-1.04803,50.82547],[-1.04823,50.82548]],[[-1.04823,50.82548],[-1.04831,50.82545]],[[-1.04848,50.82547],[-1.04861,50.82559]]]}"
Portsmouth,14523,43.16,626840,129,327,440,Cycle Street,113,34.4,968.567,1207,1162,3604660,3513965,-90695.7,117000,0.044315753076177,378000,0,12800,1935.9098546557,1040,118000,"{""type"":""MultiLineString"",""coordinates"":[[[-1.08395,50.79601],[-1.08261,50.79535]],[[-1.08424,50.79616],[-1.08395,50.79601]],[[-1.08148,50.79647],[-1.08191,50.79603]],[[-1.08191,50.79603],[-1.08261,50.79535]],[[-1.08141,50.79655],[-1.08148,50.79647]],[[-1.08106,50.79689],[-1.08141,50.79655]],[[-1.08088,50.79708],[-1.08106,50.79689]],[[-1.0839,50.79745],[-1.083,50.79715]],[[-1.083,50.79715],[-1.08204,50.7968]],[[-1.08204,50.7968],[-1.08141,50.79655]],[[-1.08888,50.79759],[-1.08933,50.79736]],[[-1.08403,50.79747],[-1.0839,50.79745]],[[-1.08499,50.79754],[-1.08403,50.79747]],[[-1.08888,50.79759],[-1.08623,50.79756]],[[-1.08576,50.79756],[-1.08499,50.79754]],[[-1.08623,50.79756],[-1.0859,50.79756]],[[-1.0859,50.79756],[-1.08576,50.79756]]]}"
Portsmouth,7280,28.67,208686,254,174,203,Cycle Street,29,16.5,485.621,638,623,1931831,1899375,-32456.3,43600,0.0138423535299807,118000,0,4590,736.711024574127,396,42100,"{""type"":""MultiLineString"",""coordinates"":[[[-1.07454,50.78402],[-1.07399,50.78431]],[[-1.07399,50.78431],[-1.07292,50.78494]],[[-1.07292,50.78494],[-1.07279,50.78531]],[[-1.07279,50.78531],[-1.07271,50.78564]],[[-1.07271,50.78564],[-1.07247,50.78654]],[[-1.07247,50.78654],[-1.07228,50.7872]],[[-1.07228,50.7872],[-1.07206,50.78787]]]}"
Portsmouth,4809,31.01,149131,193,204,229,Cycle Street,25,12.2,320.633,954,940,2518447,2496199,-22248.7,30300,0.0101726987070738,86500,0,3150,523.370090246852,281,28900,"{""type"":""MultiLineString"",""coordinates"":[[[-1.05635,50.79566],[-1.059,50.79536]],[[-1.05543,50.79576],[-1.05635,50.79566]],[[-1.05452,50.79586],[-1.05543,50.79576]]]}"
Portsmouth,119497,1.13,135336,13219,153,162,Cycle Lanes,9,5.9,259.784,876,869,3796789,3775806,-20983.4,33500,0.00844247287445578,71400,0,2970,494.16044821926,266,27200,"{""type"":""MultiLineString"",""coordinates"":[[[-1.17474,50.8142],[-1.17456,50.81418]],[[-1.17491,50.81428],[-1.17474,50.8142]],[[-1.17532,50.81449],[-1.17491,50.81428]],[[-1.17605,50.81484],[-1.17532,50.81449]],[[-1.17681,50.81521],[-1.17605,50.81484]],[[-1.17735,50.81548],[-1.17681,50.81521]],[[-1.17747,50.81557],[-1.17735,50.81548]]]}"
Portsmouth,3539,25.39,89855,181,171,191,Cycle Street,20,11.4,236.107,743,735,2620582,2604063,-16519,13300,0.00613251940847695,52600,0,2340,400.392403983442,215,21400,"{""type"":""MultiLineString"",""coordinates"":[[[-1.09324,50.7893],[-1.0936,50.78902]],[[-1.09329,50.78939],[-1.0932,50.78973]],[[-1.09308,50.78936],[-1.09324,50.7893]],[[-1.09324,50.7893],[-1.09329,50.78939]],[[-1.0932,50.78973],[-1.09297,50.79043]],[[-1.09297,50.79043],[-1.09293,50.79057]],[[-1.09293,50.79057],[-1.09284,50.7909]]]}"
Portsmouth,157432,1.02,160781,13022,128,140,Cycle Lanes,12,9.4,342.257,1391,1382,4712991,4687740,-25251,39700,0.00996069716334714,84400,0,3570,577.824596057601,311,32800,"{""type"":""MultiLineString"",""coordinates"":[[[-0.97434,50.86445],[-0.9739,50.86456]],[[-0.97434,50.86445],[-0.97459,50.86459]],[[-0.9739,50.86456],[-0.97325,50.86458]],[[-0.97325,50.86458],[-0.97319,50.86458]],[[-0.97459,50.86459],[-0.97473,50.86463]],[[-0.97722,50.86485],[-0.97752,50.86459]],[[-0.97473,50.86463],[-0.97578,50.86479]],[[-0.97643,50.86484],[-0.97722,50.86485]],[[-0.97578,50.86479],[-0.976,50.86493]],[[-0.976,50.86493],[-0.97643,50.86484]]]}"
Portsmouth,3076,13.33,41012,186,228,245,Cycle Street,17,7.3,205.363,395,389,522285,514405,-7879.77,1200,0.0032842793028112,28400,0,1110,190.40396298452,102,10200,"{""type"":""MultiLineString"",""coordinates"":[[[-1.08323,50.78863],[-1.08266,50.78853]],[[-1.08451,50.78886],[-1.08323,50.78863]],[[-1.08451,50.78886],[-1.08445,50.78897]],[[-1.08445,50.78897],[-1.08435,50.78915]],[[-1.08435,50.78915],[-1.08432,50.78921]],[[-1.08432,50.78921],[-1.08419,50.78946]]]}"
Portsmouth,3607,19.69,71011,366,116,126,Cycle Street,10,8.5,240.618,547,541,1771959,1760892,-11066.8,15500,0.00464170020884314,39400,0,1560,280.497923666309,151,14400,"{""type"":""MultiLineString"",""coordinates"":[[[-1.05927,50.78967],[-1.05944,50.78922]],[[-1.05909,50.79024],[-1.05927,50.78967]],[[-1.05886,50.79083],[-1.05909,50.79024]],[[-1.0586,50.79132],[-1.05886,50.79083]]]}"
Portsmouth,45395,1.97,89646,2775,82,98,Cycle Lane on Path,16,20,324.273,490,481,1685283,1670094,-15189,16100,0.00603695576657475,51500,0,2150,365.112528649837,196,19700,"{""type"":""MultiLineString"",""coordinates"":[[[-1.06663,50.79771],[-1.06675,50.79773]],[[-1.06675,50.79773],[-1.06865,50.79884]],[[-1.06865,50.79884],[-1.06894,50.79961]],[[-1.06894,50.79961],[-1.06898,50.79968]],[[-1.06898,50.79968],[-1.06911,50.7999]],[[-1.06911,50.7999],[-1.06913,50.79997]]]}"
Portsmouth,6208,21.45,133167,285,160,182,Cycle Street,22,13.6,413.953,903,890,2955760,2933217,-22542.6,26500,0.00870083816790431,74000,0,3190,515.478798309359,277,29200,"{""type"":""MultiLineString"",""coordinates"":[[[-1.06401,50.82022],[-1.06362,50.81711]],[[-1.06497,50.82028],[-1.06401,50.82022]]]}"
Portsmouth,182099,1.56,284685,8614,105,126,Segregated Cycle Track,21,20.1,251.173,1375,1358,4937870,4892878,-44991.6,69400,0.0177512961262137,150000,0,6360,976.406318021304,525,58400,"{""type"":""MultiLineString"",""coordinates"":[[[-1.04484,50.83037],[-1.04476,50.83075]],[[-1.04476,50.83075],[-1.0445,50.83155]],[[-1.0445,50.83155],[-1.04418,50.83259]]]}"
Portsmouth,130921,1.14,149365,6504,251,271,Cycle Lanes,20,8,284.616,1171,1160,3077574,3055006,-22568,31400,0.0100350087635269,85200,0,3190,512.053179595818,275,29300,"{""type"":""MultiLineString"",""coordinates"":[[[-1.12462,50.79628],[-1.12513,50.79578]],[[-1.12484,50.79745],[-1.12462,50.79628]],[[-1.12495,50.79822],[-1.12484,50.79745]]]}"
Portsmouth,6211,12.02,74674,383,126,142,Cycle Street,16,12.9,414.355,317,311,862949,850756,-12193.8,11600,0.00530214300403469,45400,0,1720,286.337258981783,154,15800,"{""type"":""MultiLineString"",""coordinates"":[[[-1.07877,50.79418],[-1.0781,50.7941]],[[-1.07644,50.79418],[-1.07297,50.79381]],[[-1.0781,50.7941],[-1.07775,50.79411]],[[-1.07775,50.79411],[-1.0773,50.79413]],[[-1.0773,50.79413],[-1.07644,50.79418]]]}"
Portsmouth,137576,1.33,183259,10591,60,73,Cycle Lanes,13,21.6,299.082,473,463,1406009,1378836,-27172.5,45200,0.0116711261861131,98600,0,3840,593.4456271206,319,35300,"{""type"":""MultiLineString"",""coordinates"":[[[-1.03959,50.84185],[-1.03931,50.84183]],[[-1.03931,50.84183],[-1.03728,50.84199]],[[-1.03728,50.84199],[-1.03584,50.84227]],[[-1.03584,50.84227],[-1.03549,50.8424]]]}"
Portsmouth,4144,15.68,64958,301,146,160,Cycle Street,14,9.4,276.523,506,501,1829497,1817640,-11856.5,9530,0.00444641125403774,38200,0,1680,275.445740007992,148,15400,"{""type"":""MultiLineString"",""coordinates"":[[[-1.09436,50.79146],[-1.09448,50.79111]],[[-1.09458,50.79182],[-1.09436,50.79146]],[[-1.09493,50.79265],[-1.09458,50.79182]],[[-1.095,50.79279],[-1.09493,50.79265]],[[-1.09534,50.79282],[-1.095,50.79279]],[[-1.09548,50.79283],[-1.09534,50.79282]],[[-1.09615,50.79291],[-1.09548,50.79283]]]}"
Portsmouth,3841,9.88,37942,290,83,96,Cycle Street,13,15.9,256.103,236,231,601675,593954,-7721.02,2150,0.00284035062170452,24600,0,1090,190.292508584425,102,10000,"{""type"":""MultiLineString"",""coordinates"":[[[-1.07616,50.79221],[-1.07913,50.79218]],[[-1.07913,50.79218],[-1.07979,50.79223]]]}"
Portsmouth,4195,9.14,38322,578,103,110,Cycle Street,7,7,279.873,291,287,452585,446622,-5963.08,7160,0.00264143368645935,22500,0,843,147.51736718253,79,7740,"{""type"":""MultiLineString"",""coordinates"":[[[-1.08457,50.82188],[-1.0849,50.8219]],[[-1.08778,50.82206],[-1.08831,50.82204]],[[-1.08628,50.82233],[-1.08778,50.82206]],[[-1.0849,50.8219],[-1.08628,50.82233]]]}"
Portsmouth,8757,26.1,228560,272,156,188,Cycle Street,32,20.6,584.084,287,269,609355,577508,-31847.5,49400,0.0156453564631215,133000,0,4500,669.184815257461,360,41300,"{""type"":""MultiLineString"",""coordinates"":[[[-1.08129,50.7974],[-1.08073,50.79724]],[[-1.08135,50.7974],[-1.08129,50.7974]],[[-1.08312,50.79763],[-1.08135,50.7974]],[[-1.08542,50.79824],[-1.08312,50.79763]],[[-1.08598,50.79811],[-1.08572,50.79819]],[[-1.08571,50.79819],[-1.08542,50.79824]],[[-1.0871,50.79908],[-1.08598,50.79811]],[[-1.08769,50.79912],[-1.0871,50.79908]]]}"
Preston,237370,3.84,912190,3355,172,243,Cycle Lanes,71,41.1,544.778,4484,4440,18528006,18396308,-131700,223000,0.0588526210921679,498000,0,18600,2950.71485663141,1590,171000,"{""type"":""MultiLineString"",""coordinates"":[[[-2.70182,53.75459],[-2.70202,53.75498]],[[-2.70202,53.75498],[-2.70217,53.75529]],[[-2.70217,53.75529],[-2.70232,53.75566]],[[-2.70232,53.75566],[-2.70242,53.75588]],[[-2.70242,53.75588],[-2.70281,53.75675]],[[-2.70281,53.75675],[-2.7031,53.75742]],[[-2.70325,53.75777],[-2.70346,53.75774]],[[-2.70276,53.75784],[-2.70325,53.75777]],[[-2.70346,53.75774],[-2.70351,53.75787]],[[-2.70351,53.75787],[-2.70357,53.75803]],[[-2.70357,53.75803],[-2.70363,53.75816]],[[-2.70363,53.75816],[-2.70395,53.75889]],[[-2.7031,53.75742],[-2.70325,53.75777]]]}"
Preston,222986,2.92,651950,3362,219,285,Cycle Lanes,66,30.3,601.809,5252,5217,19852592,19762236,-90354.4,157000,0.0428870347354429,364000,0,12800,2134.89836994732,1150,117000,"{""type"":""MultiLineString"",""coordinates"":[[[-2.70202,53.76077],[-2.70119,53.76114]],[[-2.70119,53.76114],[-2.70127,53.76142]],[[-2.70127,53.76142],[-2.70153,53.76184]],[[-2.70239,53.76244],[-2.70354,53.76239]],[[-2.70047,53.76264],[-2.70138,53.76252]],[[-2.70153,53.76184],[-2.70191,53.76245]],[[-2.70138,53.76252],[-2.70191,53.76245]],[[-2.70191,53.76245],[-2.70239,53.76244]],[[-2.70035,53.76266],[-2.70047,53.76264]],[[-2.70035,53.76266],[-2.70001,53.76284]],[[-2.70001,53.76284],[-2.69996,53.76291]],[[-2.69996,53.76291],[-2.69974,53.76298]],[[-2.69974,53.76298],[-2.69951,53.76306]],[[-2.69951,53.76306],[-2.6987,53.7633]],[[-2.6987,53.7633],[-2.69823,53.76343]]]}"
Preston,367382,1.71,629720,5574,121,187,Cycle Lanes,66,54.5,798.67,2921,2881,11236196,11146961,-89235.1,150000,0.0413765731669324,350000,0,12600,2078.17355542382,1120,116000,"{""type"":""MultiLineString"",""coordinates"":[[[-2.67827,53.76363],[-2.67772,53.76291]],[[-2.6793,53.76497],[-2.67827,53.76363]],[[-2.67954,53.76528],[-2.6793,53.76497]],[[-2.68154,53.76719],[-2.68119,53.76688]],[[-2.68066,53.7664],[-2.67954,53.76528]],[[-2.68119,53.76688],[-2.68066,53.7664]],[[-2.68195,53.76755],[-2.68154,53.76719]],[[-2.68233,53.7679],[-2.68195,53.76755]],[[-2.6826,53.76814],[-2.68233,53.7679]],[[-2.68297,53.76847],[-2.6826,53.76814]],[[-2.68334,53.7688],[-2.68297,53.76847]],[[-2.68371,53.76913],[-2.68334,53.7688]]]}"
Preston,572357,1.16,666220,11655,111,160,Stepped Cycle Tracks,49,44.2,847.103,3222,3188,12027301,11927944,-99356.4,163000,0.04239712825961,359000,0,14000,2272.10754030234,1220,129000,"{""type"":""MultiLineString"",""coordinates"":[[[-2.67893,53.75213],[-2.67903,53.7521]],[[-2.67893,53.75213],[-2.6792,53.75239]],[[-2.6792,53.75239],[-2.68001,53.75326]],[[-2.68001,53.75326],[-2.68015,53.75343]],[[-2.68015,53.75343],[-2.68081,53.75419]],[[-2.68081,53.75419],[-2.68184,53.75573]],[[-2.68184,53.75573],[-2.68191,53.75585]],[[-2.68191,53.75585],[-2.68193,53.75597]],[[-2.68193,53.75597],[-2.68199,53.75607]],[[-2.68199,53.75607],[-2.6822,53.7563]],[[-2.6822,53.7563],[-2.68223,53.75633]],[[-2.68223,53.75633],[-2.68252,53.75664]],[[-2.68252,53.75664],[-2.6828,53.7569]],[[-2.6828,53.7569],[-2.68307,53.75718]],[[-2.68307,53.75718],[-2.6831,53.75721]],[[-2.6831,53.75721],[-2.68332,53.75745]],[[-2.68332,53.75745],[-2.68396,53.75794]],[[-2.68396,53.75794],[-2.68465,53.75849]],[[-2.68465,53.75849],[-2.68482,53.75862]],[[-2.68482,53.75862],[-2.68467,53.75872]]]}"
Preston,208368,1.62,337800,8625,229,253,Cycle Lanes,24,10.6,452.988,4297,4279,16511958,16460266,-51692,83700,0.0211883911627274,179000,0,7310,1283.55355958891,690,67100,"{""type"":""MultiLineString"",""coordinates"":[[[-2.66276,53.72177],[-2.66282,53.72172]],[[-2.66246,53.72219],[-2.66276,53.72177]],[[-2.66231,53.72241],[-2.66246,53.72219]],[[-2.66227,53.72246],[-2.66231,53.72241]],[[-2.66199,53.72281],[-2.66227,53.72246]],[[-2.66184,53.72297],[-2.66199,53.72281]],[[-2.66167,53.72316],[-2.66184,53.72297]],[[-2.66164,53.7232],[-2.66167,53.72316]],[[-2.66141,53.72356],[-2.66164,53.7232]],[[-2.66128,53.72393],[-2.66141,53.72356]],[[-2.661,53.72464],[-2.66128,53.72393]],[[-2.66099,53.72465],[-2.661,53.72464]],[[-2.66074,53.72519],[-2.66099,53.72466]],[[-2.6607,53.72525],[-2.66074,53.72519]],[[-2.66059,53.72555],[-2.6607,53.72525]]]}"
Preston,380387,1.86,708420,8736,119,163,Cycle Lanes,44,36.6,826.935,3336,3307,16396066,16295613,-100453,184000,0.0447816427713126,379000,0,14200,2277.32160436795,1220,130000,"{""type"":""MultiLineString"",""coordinates"":[[[-2.69074,53.72716],[-2.68934,53.72868]],[[-2.68934,53.72868],[-2.68863,53.72944]],[[-2.68863,53.72944],[-2.68843,53.72984]],[[-2.68843,53.72984],[-2.68846,53.73013]],[[-2.68846,53.73013],[-2.68847,53.73018]],[[-2.69031,53.73369],[-2.6903,53.73389]],[[-2.68847,53.73018],[-2.68975,53.73287]],[[-2.68975,53.73287],[-2.69031,53.73369]]]}"
Preston,8709,70.37,612830,126,107,176,Cycle Street,69,64.4,580.933,2675,2636,9942416,9859083,-83333.2,148000,0.0406641470519715,344000,0,11800,1917.44429674879,1030,108000,"{""type"":""MultiLineString"",""coordinates"":[[[-2.67954,53.76528],[-2.67904,53.76543]],[[-2.67904,53.76543],[-2.67855,53.76558]],[[-2.67855,53.76558],[-2.67686,53.76624]],[[-2.67686,53.76624],[-2.67674,53.7663]],[[-2.67674,53.7663],[-2.67646,53.76642]],[[-2.67646,53.76642],[-2.67619,53.76654]],[[-2.67619,53.76654],[-2.67512,53.76702]],[[-2.67512,53.76702],[-2.67191,53.76781]]]}"
Preston,124263,2.42,300646,5661,135,157,Cycle Lanes,22,16.3,270.147,3129,3114,13840377,13794847,-45529.4,75500,0.0188261279018647,159000,0,6440,1126.13969539935,606,59100,"{""type"":""MultiLineString"",""coordinates"":[[[-2.71025,53.74374],[-2.71029,53.7439]],[[-2.71029,53.7439],[-2.71034,53.74408]],[[-2.71034,53.74408],[-2.71048,53.74448]],[[-2.71048,53.74448],[-2.71069,53.74473]],[[-2.71069,53.74473],[-2.71093,53.74492]],[[-2.71093,53.74492],[-2.7115,53.74523]],[[-2.71151,53.74523],[-2.71162,53.74527]],[[-2.71163,53.74527],[-2.71244,53.74557]],[[-2.71244,53.74557],[-2.71251,53.7456]]]}"
