recommended,geometry
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.11341,51.54313],[-0.11327,51.5432]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.04901,51.39879],[-0.04881,51.39873]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.04881,51.39873],[-0.04791,51.39843]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.04144,51.58537],[-0.04108,51.58467]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.04108,51.58467],[-0.04072,51.58409]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.04072,51.58409],[-0.04035,51.58345]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.04035,51.58345],[-0.03922,51.5806]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.03873,51.58551],[-0.03848,51.58564]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.01012,51.59437],[-0.0096,51.59355]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.0096,51.59355],[-0.00925,51.59293]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.08067,51.4808],[-0.08059,51.48053]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.00174,51.59988],[-0.0017,51.5998]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.0017,51.5998],[-0.00139,51.59906]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.00159,51.60039],[-0.00171,51.60022]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.00171,51.60022],[-0.00174,51.59988]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.11338,51.55614],[-0.1135,51.55629]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.11061,51.55427],[-0.11073,51.55438]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.11073,51.55438],[-0.11115,51.55541]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.10561,51.55549],[-0.10474,51.55549]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.10474,51.55549],[-0.10457,51.5555]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.10457,51.5555],[-0.10314,51.5555]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.10314,51.5555],[-0.10177,51.55553]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.10177,51.55553],[-0.10078,51.55556]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.10078,51.55556],[-0.10036,51.55556]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.10036,51.55556],[-0.09957,51.55561]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.09957,51.55561],[-0.09935,51.55563]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.09935,51.55563],[-0.09811,51.55577]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.09884,51.55294],[-0.09907,51.55268]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.05486,51.55967],[-0.05549,51.5595]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.05549,51.5595],[-0.05614,51.55921]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.10945,51.53534],[-0.10944,51.53538]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.10969,51.51967],[-0.10965,51.51945]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.10965,51.51945],[-0.11054,51.51935]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.10969,51.51967],[-0.10937,51.5197]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.10937,51.5197],[-0.10925,51.51973]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.10872,51.51925],[-0.10864,51.51929]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.10864,51.51929],[-0.10811,51.51936]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.12131,51.57418],[-0.12155,51.57423]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.12155,51.57423],[-0.1224,51.57422]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.1224,51.57422],[-0.1232,51.5742]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.1015,51.54145],[-0.102,51.54139]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.10201,51.54139],[-0.10284,51.54133]]}"
Segregated Cycle Track on Path,"{""type"":""LineString"",""coordinates"":[[-0.10087,51.54151],[-0.10124,51.54147]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.09975,51.54169],[-0.10075,51.54153]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.10075,51.54153],[-0.10077,51.54153]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.10077,51.54153],[-0.10087,51.54151]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09847,51.54704],[-0.09855,51.54676]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.10034,51.54341],[-0.10134,51.54335]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.10041,51.54631],[-0.10031,51.5461]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.20252,51.45666],[-0.20284,51.45658]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.20284,51.45658],[-0.20303,51.45655]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.09977,51.5402],[-0.09974,51.54012]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.09841,51.54187],[-0.09831,51.54192]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.0976,51.54155],[-0.09677,51.54111]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09811,51.54181],[-0.09791,51.54174]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09791,51.54174],[-0.09788,51.54172]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.0968,51.54496],[-0.09494,51.5462]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.09494,51.5462],[-0.09437,51.54647]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.09437,51.54647],[-0.09298,51.54699]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.09298,51.54699],[-0.09287,51.54703]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10202,51.54613],[-0.10217,51.54606]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10217,51.54606],[-0.10222,51.54601]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09108,51.54704],[-0.09198,51.54709]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09198,51.54709],[-0.09216,51.5471]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09108,51.54704],[-0.09015,51.54696]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09015,51.54696],[-0.08926,51.54689]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08926,51.54689],[-0.08896,51.54687]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08896,51.54687],[-0.08858,51.54684]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08858,51.54684],[-0.08813,51.5468]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.08813,51.5468],[-0.08767,51.54672]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.11118,51.55547],[-0.11115,51.55541]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.18194,51.49082],[-0.18106,51.49096]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.18106,51.49096],[-0.1806,51.49108]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.1806,51.49108],[-0.18008,51.49122]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.18008,51.49122],[-0.17926,51.49157]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.17926,51.49157],[-0.17914,51.49163]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.17914,51.49163],[-0.17873,51.49184]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.17873,51.49184],[-0.1784,51.492]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.22304,51.44922],[-0.22114,51.45278]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.04659,51.45724],[-0.04597,51.45689]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.04597,51.45689],[-0.04541,51.45674]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.026,51.47517],[-0.02589,51.4749]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.02604,51.47492],[-0.02589,51.4749]]}"
Segregated Cycle Track on Path,"{""type"":""LineString"",""coordinates"":[[-0.04142,51.45489],[-0.04101,51.45478]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.11047,51.55124],[-0.11104,51.55098]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.11104,51.55098],[-0.1125,51.55031]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.1125,51.55031],[-0.11258,51.55028]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.11258,51.55028],[-0.11299,51.55009]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.11299,51.55009],[-0.11332,51.54994]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.11332,51.54994],[-0.11364,51.54979]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.11364,51.54979],[-0.11418,51.54954]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.06364,51.46184],[0.06739,51.46242]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.06739,51.46242],[0.06805,51.4625]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.11641,51.54879],[-0.11728,51.54804]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.11728,51.54804],[-0.11753,51.54782]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19868,51.45696],[-0.19823,51.457]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19823,51.457],[-0.19815,51.45701]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19815,51.45701],[-0.19801,51.45704]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.09843,51.59156],[-0.0961,51.59055]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.0857,51.58985],[-0.0856,51.58975]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.0856,51.58975],[-0.08542,51.58955]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.12756,51.57069],[-0.12745,51.57062]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.12745,51.57062],[-0.12736,51.57057]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.12736,51.57057],[-0.12716,51.57044]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.13521,51.56421],[-0.13489,51.5648]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.10801,51.56693],[-0.10873,51.56653]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.0912,51.39425],[-0.09145,51.39411]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.09145,51.39411],[-0.09154,51.39407]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.20562,51.45915],[-0.205,51.45932]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.10504,51.56372],[-0.10538,51.56353]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.09954,51.56154],[-0.10129,51.56099]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.10129,51.56099],[-0.1024,51.56067]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.1024,51.56067],[-0.10344,51.56036]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09838,51.55285],[-0.09834,51.55255]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09834,51.55255],[-0.09833,51.55248]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09833,51.55248],[-0.09829,51.55208]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09829,51.55208],[-0.09826,51.55184]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09826,51.55184],[-0.09821,51.5514]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09821,51.5514],[-0.09821,51.55136]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09821,51.55136],[-0.0982,51.55131]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.0982,51.55131],[-0.09814,51.5507]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09814,51.5507],[-0.09808,51.55021]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09808,51.55021],[-0.09803,51.54988]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09803,51.54988],[-0.09803,51.54984]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09803,51.54984],[-0.09798,51.54943]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09798,51.54943],[-0.09807,51.54877]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09807,51.54877],[-0.09812,51.54855]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09812,51.54855],[-0.0982,51.54819]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.0982,51.54819],[-0.09821,51.54812]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.1137,51.54391],[-0.11359,51.54373]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.12911,51.50712],[-0.12842,51.50705]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.12842,51.50705],[-0.12826,51.50699]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.11588,51.49342],[-0.11678,51.49357]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.11588,51.49342],[-0.11732,51.49224]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.06441,51.51967],[-0.06473,51.51967]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.06473,51.51967],[-0.06479,51.51967]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.06479,51.51967],[-0.065,51.51971]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.05513,51.47177],[0.05528,51.47261]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.05526,51.46561],[0.05425,51.46698]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.05704,51.53652],[-0.05801,51.53655]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09886,51.49302],[-0.09847,51.49254]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09847,51.49254],[-0.09842,51.49246]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.09842,51.49246],[-0.09806,51.49193]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.18795,51.42848],[-0.18799,51.42852]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1735,51.39504],[-0.17344,51.3953]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.06216,51.46996],[0.06285,51.46983]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.06285,51.46983],[0.06357,51.4697]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.06357,51.4697],[0.06385,51.46965]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.06385,51.46965],[0.06515,51.46941]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.06515,51.46941],[0.06554,51.46934]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.06554,51.46934],[0.06634,51.46919]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.08562,51.50226],[-0.08662,51.50232]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.08662,51.50232],[-0.08727,51.50228]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10433,51.50712],[-0.10425,51.50709]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.13535,51.5257],[-0.13773,51.52517]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.05367,51.5118],[-0.05367,51.5113]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.05367,51.5113],[-0.05376,51.51096]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.12611,51.51823],[-0.12673,51.51801]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.06644,51.55697],[0.06739,51.55749]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1022,51.53624],[-0.10194,51.53636]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10344,51.5366],[-0.10329,51.53687]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10329,51.53687],[-0.10286,51.53754]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.15508,51.51823],[-0.15473,51.51755]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.15701,51.51597],[-0.15594,51.51616]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.15594,51.51616],[-0.1549,51.51634]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.16418,51.58744],[-0.16416,51.58725]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.16416,51.58725],[-0.16403,51.58658]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.16403,51.58658],[-0.16395,51.5864]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.16395,51.5864],[-0.16392,51.58635]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.16392,51.58635],[-0.16375,51.58604]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19968,51.59021],[-0.19949,51.58983]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.19949,51.58983],[-0.19949,51.58976]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.1743,51.45024],[-0.17576,51.44981]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.02635,51.506],[-0.02543,51.5065]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.02543,51.5065],[-0.02536,51.50673]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.02536,51.50673],[-0.02534,51.50681]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.1205,51.5121],[-0.11987,51.51239]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.12204,51.51456],[-0.1226,51.51418]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.1226,51.51418],[-0.12279,51.51407]]}"
Cycle Lanes with light segregation,"{""type"":""LineString"",""coordinates"":[[-0.12279,51.51407],[-0.12311,51.5138]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.2171,51.51887],[-0.21733,51.51884]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.21733,51.51884],[-0.21749,51.51896]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.21749,51.51896],[-0.21732,51.51904]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.11655,51.5473],[-0.11563,51.54775]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.11563,51.54775],[-0.11472,51.5482]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.00295,51.56116],[-0.00236,51.56066]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.259,51.52195],[-0.25938,51.52169]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.26206,51.52264],[-0.26156,51.52322]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.06409,51.45091],[0.06441,51.45097]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.07846,51.42065],[-0.07917,51.42082]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.07917,51.42082],[-0.07889,51.42158]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.11182,51.54564],[-0.1119,51.54572]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.1119,51.54572],[-0.11221,51.54607]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.11221,51.54607],[-0.11267,51.54646]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.11267,51.54646],[-0.1129,51.54666]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.1129,51.54666],[-0.11303,51.54676]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.03939,51.41643],[-0.03922,51.41641]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.03922,51.41641],[-0.03687,51.41626]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.03687,51.41626],[-0.03669,51.41625]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.00739,51.48589],[0.00761,51.48599]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[0.00937,51.48632],[0.00946,51.48713]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[0.00165,51.48473],[0.00176,51.48458]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[0.00176,51.48458],[0.00194,51.4843]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[0.00165,51.48473],[0.00056,51.48453]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[0.00056,51.48453],[-0.00077,51.4843]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.00077,51.4843],[-0.00154,51.4841]]}"
