recommended,geometry
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.21325,51.49119],[-0.21325,51.49136]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.21325,51.49136],[-0.21326,51.49179]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.21326,51.49179],[-0.21327,51.492]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.21327,51.492],[-0.21327,51.4921]]}"
Segregated Cycle Track,"{""type"":""LineString"",""coordinates"":[[-0.26363,51.52131],[-0.26368,51.52141]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10818,51.4861],[-0.10822,51.48606]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10822,51.48606],[-0.10974,51.48463]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.01016,51.58237],[-0.00962,51.58253]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.06497,51.49399],[-0.06503,51.49336]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.06503,51.49336],[-0.06504,51.49333]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.06504,51.49333],[-0.06512,51.4928]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.06512,51.4928],[-0.06512,51.49275]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.06512,51.49275],[-0.06515,51.4926]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.06515,51.4926],[-0.06517,51.49251]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.06517,51.49251],[-0.0652,51.49226]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.17487,51.5417],[-0.17533,51.54166]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17591,51.61321],[-0.17585,51.61303]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17585,51.61303],[-0.1757,51.6125]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.14263,51.49501],[-0.14275,51.49521]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.38661,51.66238],[-0.38676,51.6624]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.11648,51.50043],[-0.11662,51.50039]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.11242,51.49892],[-0.11212,51.49876]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12695,51.43794],[-0.12736,51.43723]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12736,51.43723],[-0.12749,51.43701]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.14228,51.46329],[-0.14194,51.4636]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.13189,51.44786],[-0.13194,51.44774]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10568,51.56412],[-0.10553,51.5642]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10699,51.5635],[-0.1069,51.56354]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1069,51.56354],[-0.10568,51.56412]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.11001,51.5509],[-0.10992,51.55083]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10982,51.54811],[-0.10964,51.54788]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10964,51.54788],[-0.10948,51.54767]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10948,51.54767],[-0.10897,51.54698]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10897,51.54698],[-0.10884,51.54681]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10884,51.54681],[-0.10861,51.54649]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10861,51.54649],[-0.10859,51.54646]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10859,51.54646],[-0.10801,51.54554]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10801,51.54554],[-0.10787,51.54534]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10787,51.54534],[-0.10784,51.5453]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.11472,51.5482],[-0.11393,51.54859]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.11691,51.55615],[-0.1164,51.55579]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1164,51.55579],[-0.11571,51.55529]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.11387,51.53675],[-0.11292,51.53659]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.11292,51.53659],[-0.11257,51.53645]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.11106,51.5359],[-0.11039,51.53565]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.11039,51.53565],[-0.10989,51.53549]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.11106,51.5359],[-0.11037,51.53847]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10712,51.53462],[-0.10699,51.53416]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10699,51.53416],[-0.10668,51.53364]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.10207,51.52253],[-0.10162,51.52258]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.0974,51.52003],[-0.09731,51.52009]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17478,51.62765],[-0.17494,51.62741]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17494,51.62741],[-0.17528,51.62689]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17528,51.62689],[-0.17551,51.62658]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17551,51.62658],[-0.17554,51.62654]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17554,51.62654],[-0.17591,51.62583]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17591,51.62583],[-0.17592,51.62581]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17592,51.62581],[-0.17603,51.62554]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17603,51.62554],[-0.17631,51.62463]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17631,51.62463],[-0.17631,51.62458]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17631,51.62458],[-0.17632,51.62455]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17632,51.62455],[-0.17632,51.62454]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17632,51.62454],[-0.17634,51.62444]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17634,51.62444],[-0.17636,51.62422]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17636,51.62422],[-0.17637,51.62417]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17637,51.62417],[-0.17638,51.62412]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17638,51.62412],[-0.1764,51.62399]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1764,51.62399],[-0.17642,51.62381]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17642,51.62381],[-0.17643,51.62373]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17643,51.62373],[-0.17645,51.62357]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17645,51.62357],[-0.17646,51.62353]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17646,51.62353],[-0.17646,51.62349]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17646,51.62349],[-0.17653,51.62269]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17653,51.62269],[-0.17654,51.62257]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17654,51.62257],[-0.17655,51.62218]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17655,51.62218],[-0.17656,51.62188]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17656,51.62188],[-0.17658,51.62179]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17658,51.62179],[-0.1766,51.62145]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1766,51.62145],[-0.17661,51.62095]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17661,51.62095],[-0.17662,51.62083]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17662,51.62083],[-0.17666,51.62017]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17666,51.62017],[-0.17666,51.6201]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17666,51.6201],[-0.17667,51.61941]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17667,51.61941],[-0.17667,51.61922]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17667,51.61922],[-0.17671,51.61865]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17671,51.61865],[-0.17673,51.61831]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17673,51.61831],[-0.17674,51.61818]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.17674,51.61818],[-0.17679,51.61732]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.1423,51.59093],[-0.14255,51.59104]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12339,51.55335],[-0.1235,51.55329]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.1336,51.56521],[-0.13429,51.56546]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.13401,51.56579],[-0.13412,51.56571]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26375,51.49306],[-0.26394,51.4925]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25977,51.49249],[-0.25925,51.49251]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25925,51.49251],[-0.25845,51.49254]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25845,51.49254],[-0.25721,51.49259]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25721,51.49259],[-0.25618,51.49265]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25618,51.49265],[-0.25603,51.49266]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25603,51.49266],[-0.25545,51.49269]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25545,51.49269],[-0.25531,51.49269]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.26187,51.49244],[-0.2612,51.49243]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.2612,51.49243],[-0.26063,51.49245]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.26063,51.49245],[-0.26049,51.49246]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.26049,51.49246],[-0.25977,51.49249]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.26543,51.49258],[-0.26463,51.49253]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.26462,51.49253],[-0.26394,51.4925]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.26558,51.49142],[-0.26592,51.49138]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.26827,51.49108],[-0.26868,51.49111]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.26678,51.49269],[-0.26543,51.49258]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26967,51.48343],[-0.26895,51.48492]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26895,51.48492],[-0.26806,51.48623]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26806,51.48623],[-0.26803,51.48628]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26803,51.48628],[-0.26772,51.48671]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26772,51.48671],[-0.26721,51.48754]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26022,51.49536],[-0.25853,51.49564]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.25853,51.49564],[-0.25698,51.49593]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.25698,51.49593],[-0.25687,51.49595]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.25687,51.49595],[-0.25602,51.49611]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.25602,51.49611],[-0.25555,51.49615]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.25524,51.49569],[-0.2553,51.49529]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.2553,51.49529],[-0.2553,51.49527]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.2491,51.51358],[-0.24942,51.51383]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.22723,51.517],[-0.22696,51.51657]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.22696,51.51657],[-0.22692,51.5165]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25326,51.50668],[-0.25193,51.50669]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25193,51.50669],[-0.25174,51.50669]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25174,51.50669],[-0.25061,51.50669]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25061,51.50669],[-0.25045,51.50669]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25045,51.50669],[-0.24927,51.50668]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.24927,51.50668],[-0.24894,51.50668]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.24894,51.50668],[-0.24784,51.50669]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.24784,51.50669],[-0.24767,51.50669]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.24767,51.50669],[-0.24716,51.50671]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.24716,51.50671],[-0.24676,51.50671]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.24837,51.51291],[-0.24893,51.5128]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.22386,51.50355],[-0.22397,51.50372]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.22397,51.50372],[-0.22418,51.50406]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.22418,51.50406],[-0.22456,51.50469]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12596,51.54341],[-0.12589,51.54312]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.13755,51.54088],[-0.1379,51.54128]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.11806,51.5468],[-0.11801,51.54794]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.11801,51.54794],[-0.11798,51.54885]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.11798,51.54885],[-0.11798,51.54915]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.12636,51.54505],[-0.12631,51.54488]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.15261,51.53819],[-0.15189,51.53815]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.15269,51.53751],[-0.15447,51.53735]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.15447,51.53735],[-0.15461,51.53733]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.15493,51.53848],[-0.15416,51.53831]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.15416,51.53831],[-0.15313,51.53821]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.15313,51.53821],[-0.1527,51.53819]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.1527,51.53819],[-0.15266,51.53819]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.15266,51.53819],[-0.15261,51.53819]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.13837,51.5418],[-0.13805,51.54214]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.16666,51.51256],[-0.16657,51.5126]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25061,51.51956],[-0.2507,51.51924]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.2507,51.51924],[-0.25048,51.51845]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25048,51.51845],[-0.2504,51.51818]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.2504,51.51818],[-0.25027,51.51779]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25027,51.51779],[-0.25019,51.51757]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25019,51.51757],[-0.25,51.51699]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.25,51.51699],[-0.24992,51.51674]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.24992,51.51674],[-0.24967,51.51596]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.24967,51.51596],[-0.24941,51.51515]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.24733,51.4734],[-0.24607,51.4738]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.24607,51.4738],[-0.24471,51.47407]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.24471,51.47407],[-0.24393,51.47417]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.24393,51.47417],[-0.24322,51.47437]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.24322,51.47437],[-0.24276,51.47448]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.24276,51.47448],[-0.24155,51.47468]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.24155,51.47468],[-0.24028,51.4751]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.24028,51.4751],[-0.23924,51.47525]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.23451,51.50646],[-0.23532,51.50646]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.24043,51.50656],[-0.23965,51.50649]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.23965,51.50649],[-0.23919,51.50646]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.23919,51.50646],[-0.23898,51.50645]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.23897,51.50645],[-0.23854,51.50644]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.23854,51.50644],[-0.23834,51.50643]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.23476,51.51089],[-0.2349,51.51161]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.22602,51.51501],[-0.226,51.51494]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.22406,51.44015],[-0.22443,51.43888]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.0513,51.53876],[0.05118,51.53916]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.05118,51.53916],[0.0511,51.53948]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.0511,51.53948],[0.05105,51.53961]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.05105,51.53961],[0.05073,51.54024]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.04437,51.53728],[0.04393,51.53751]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.04393,51.53751],[0.04338,51.53773]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.04338,51.53773],[0.04321,51.53779]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.04321,51.53779],[0.04206,51.53833]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.03539,51.53549],[0.03547,51.53522]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.03547,51.53522],[0.0355,51.53514]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.0355,51.53514],[0.03554,51.53502]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.03554,51.53501],[0.03556,51.53495]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.03556,51.53495],[0.03587,51.53424]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.03587,51.53424],[0.03611,51.53381]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.03611,51.53381],[0.03632,51.53347]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.03632,51.53347],[0.0371,51.53232]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.0371,51.53232],[0.03776,51.53087]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.03776,51.53087],[0.03793,51.53023]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.02203,51.53243],[0.02211,51.53269]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[0.02205,51.53219],[0.02203,51.53243]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.01778,51.53146],[0.01833,51.53125]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.04974,51.4975],[-0.04961,51.49763]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.04949,51.4975],[-0.04951,51.49759]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05318,51.49699],[-0.0536,51.4972]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.0536,51.4972],[-0.05466,51.49803]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05466,51.49803],[-0.05495,51.49826]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05385,51.49755],[-0.05367,51.49741]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05367,51.49741],[-0.05318,51.49699]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.05318,51.49699],[-0.05284,51.49669]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.04578,51.50438],[-0.04609,51.50466]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.03522,51.5015],[-0.03464,51.50148]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.03464,51.50148],[-0.03413,51.50145]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.03535,51.50197],[-0.03532,51.50184]]}"
Cycle Lane on Path,"{""type"":""LineString"",""coordinates"":[[-0.03532,51.50184],[-0.03522,51.5015]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[0.01833,51.53125],[0.01929,51.53103]]}"
Cycle Street,"{""type"":""LineString"",""coordinates"":[[-0.1096,51.46785],[-0.11137,51.46793]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.2553,51.49527],[-0.25529,51.49498]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.26812,51.50673],[-0.26852,51.50674]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.27617,51.50833],[-0.27775,51.50839]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.27775,51.50839],[-0.27834,51.50842]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.27834,51.50842],[-0.27863,51.50843]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.27863,51.50843],[-0.27907,51.50846]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.27907,51.50846],[-0.27949,51.50848]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.27949,51.50848],[-0.28099,51.50854]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26567,51.50248],[-0.26582,51.5019]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26582,51.5019],[-0.26557,51.50137]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26557,51.50137],[-0.26548,51.50118]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26548,51.50118],[-0.26517,51.50046]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26517,51.50046],[-0.26485,51.49993]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26485,51.49993],[-0.26455,51.49941]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26455,51.49941],[-0.2645,51.49921]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.2645,51.49921],[-0.26442,51.49847]]}"
Cycle Lanes,"{""type"":""LineString"",""coordinates"":[[-0.26442,51.49847],[-0.26435,51.49811]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.33448,51.50878],[-0.33382,51.50887]]}"
Stepped Cycle Tracks,"{""type"":""LineString"",""coordinates"":[[-0.33382,51.50887],[-0.33348,51.50894]]}"
